site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site9,normal,0,360,0.7672950105481635,0.0,0,100.0,57.560460000000006,0,0,0,0.7588148834019203,0.6809119237841385,0.5739054795711441,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,1,360,0.6128314427850377,0.0,0,100.0,57.560460000000006,0,0,0,0.7588148834019203,0.5264483560210124,0.4194419118080183,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,2,360,0.6675569571419706,0.0,0,100.0,57.560460000000006,0,0,0,0.7588148834019203,0.5811738703779455,0.47416742616495117,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,3,360,0.5284926956898696,0.0,0,100.0,57.560460000000006,0,0,0,0.7588148834019203,0.44210960892584455,0.33510316471285045,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,4,360,0.41265442096118005,0.0,0,100.0,57.560460000000006,0,0,0,0.7588148834019203,0.32627133419715487,0.21926488998416077,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,5,360,0.300528271644429,0.0,0,100.0,57.560460000000006,0,1,0,0.7588148834019203,0.3374785182137371,0.19633851220349358,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,6,360,0.34933150384073625,0.0,0,100.0,57.560460000000006,0,1,0,0.7588148834019203,0.31294841707671106,0.19030106438367397,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,7,360,0.5021528601436946,0.0,0,100.0,57.560460000000006,0,0,0,0.7588148834019203,0.4157697733796695,0.3087633291666755,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,8,360,0.34273496247653146,0.0,0,100.0,57.560460000000006,0,1,0,0.7588148834019203,0.28135187571250625,0.14934543149951218,0.25,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
site9,normal,9,360,0.40035164943277124,0.0,0,100.0,57.560460000000006,0,0,0,0.7588148834019203,0.31396856266874607,0.20696211845575205,0.25555555555555554,986.617,452.20726,b0,999,normal,phase3_b0,0,0.3,0.9,360
