site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site5,delayed,0,360,0.7643736291335781,369.34704,60,83.3333,601.7106,0,2,0,0.5070870334271894,0.2932032396738584,0.06266457745249437,0.45555555555555555,1410.008,1165.7138,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,1,360,0.6913795576205464,227.07872,38,89.4444,632.5257200000001,0,4,0,0.6077125568551006,0.49707257905758956,0.06601161041369542,0.41944444444444445,1421.2252380952382,1201.0158152380955,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,2,360,0.37353930580432293,278.80879999999996,48,86.6667,829.35952,0,6,0,0.4485812982817126,0.37319202041337196,0.06602600430136926,0.675,1202.1002857142857,1310.1996342857142,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,3,360,0.6438783941685035,0.0,0,100.0,1255.95388,0,7,0,0.39676384376579316,0.4936684762527051,0.06479268521004927,0.8638888888888889,1057.1858095238094,1678.8282038095238,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,4,360,0.8433625660141872,0.0,0,100.0,731.21448,0,4,0,0.5884629358891055,0.7262862550457279,0.4886647215568681,0.75,1665.538857142857,1397.4300228571428,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,5,360,0.7450811967855364,20.922,3,99.1667,769.7484,0,3,0,0.5514075427766948,0.6835992515734481,0.0636280533690306,0.775,1551.6804761904764,1390.4205904761907,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,6,360,0.5326199233713568,0.0,0,100.0,987.55444,0,6,0,0.5439774565013357,0.7424215907668222,0.4253122541143098,0.8527777777777777,1267.3934285714286,1494.5118114285715,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,7,360,0.5177125153656817,0.0,0,100.0,867.64316,0,6,0,0.5585498339470074,0.6947893840316985,0.1700682964419212,0.725,1430.6035238095237,1439.8845695238094,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,8,360,0.7724536151319743,0.0,0,100.0,728.7289999999999,0,4,0,0.6117503835463144,0.7077931068151592,0.3926320783505716,0.6611111111111111,1642.7882857142858,1385.8443142857143,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,9,360,0.8654647177622501,0.0,0,100.0,856.9988800000001,0,5,0,0.5816352609919863,0.6117502287611926,0.13228687383765714,0.6666666666666666,1450.4519047619046,1437.1796419047619,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
