site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site5,delayed,0,360,0.7643736291335781,391.25203999999997,69,80.8333,605.43756,0,2,0,0.4763183253916685,0.41488210484164156,0.05646005061309176,0.41388888888888886,1341.5349523809523,1142.051540952381,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,1,360,0.6913795576205464,0.0,0,100.0,647.93244,0,4,0,0.6650859549851996,0.6609003274614462,0.447223162577562,0.45,1704.9270476190477,1329.903259047619,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,2,360,0.37353930580432293,134.35323999999997,23,93.6111,705.3365200000001,0,4,0,0.47268801891560186,0.6181085607425819,0.06990544840176179,0.6694444444444444,1554.038761904762,1326.9520247619048,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,3,360,0.6438783941685035,0.0,0,100.0,1040.5834,0,6,0,0.46903336852934807,0.5933307094550027,0.19909085196661364,0.7027777777777777,1242.0894285714285,1537.4191714285714,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,4,360,0.8433625660141872,0.0,0,100.0,762.50084,0,4,0,0.5586814083820664,0.5705123977985456,0.2532886502781264,0.6111111111111112,1571.0489523809524,1390.920420952381,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,5,360,0.7450811967855364,0.0,0,100.0,667.90516,0,3,0,0.6373756136741029,0.7027677056469159,0.23317350488763358,0.4888888888888889,1672.4352380952382,1336.8792552380953,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,6,360,0.5326199233713568,0.0,0,100.0,1126.01108,0,7,0,0.4424347700527038,0.5747373550547927,0.2074280421159872,0.7083333333333334,1170.4419047619047,1594.1878419047619,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,7,360,0.5177125153656817,0.0,0,100.0,881.49256,0,6,0,0.5676620686232041,0.5517132974370829,0.2203126179154411,0.575,1406.1550476190478,1443.954579047619,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,8,360,0.7724536151319743,141.42880000000002,23,93.6111,1238.69936,0,5,0,0.37948980669265764,0.5268518332004128,0.058143328858325675,0.725,959.2778095238095,1622.4104838095238,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,delayed,9,360,0.8654647177622501,0.0,0,100.0,860.0990400000001,0,4,0,0.5399826005342575,0.7196637826800956,0.33359864508510184,0.6138888888888889,1437.4088571428572,1435.0625828571428,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360
