site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site5,monsoon,0,360,0.7643736291335781,821.6868000000001,124,65.5556,603.40432,0,2,0,0.3842545123095806,0.22277407003835406,0.059844925189407726,0.3888888888888889,900.4480000000001,963.58352,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,1,360,0.6913795576205464,227.07872,38,89.4444,632.5257200000001,0,4,0,0.6077125568551006,0.49707257905758956,0.06601161041369542,0.41944444444444445,1421.2252380952382,1201.0158152380955,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,2,360,0.37353930580432293,278.80879999999996,48,86.6667,746.6127200000001,0,6,0,0.4816654212692225,0.34670707806246687,0.06602600430136926,0.65,1295.9102857142857,1264.9768342857144,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,3,360,0.6438783941685035,88.31972,17,95.2778,1108.23928,0,7,0,0.3887390756985056,0.3730926578708456,0.06358419622083025,0.7777777777777778,1113.7306666666666,1553.7315466666666,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,4,360,0.8433625660141872,0.0,0,100.0,835.88424,0,4,0,0.5755728196520108,0.6598236217069934,0.35180853760657127,0.725,1496.0929523809525,1434.321420952381,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,5,360,0.7450811967855364,0.0,0,100.0,1170.04308,0,7,0,0.45840370731355146,0.5619234767715374,0.13203673413961922,0.8305555555555556,1095.46,1608.22708,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,6,360,0.5326199233713568,0.0,0,100.0,789.3131599999999,0,5,0,0.5714763870839652,0.5282942298471591,0.20666005095923945,0.65,1533.736,1402.80756,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,7,360,0.5177125153656817,597.80676,98,72.7778,452.99212,0,2,0,0.4391789356364161,0.15796693902641207,0.05944673835147782,0.3333333333333333,1325.872380952381,983.3410723809525,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,8,360,0.7724536151319743,0.0,0,100.0,955.1212,0,6,0,0.5155763076673164,0.5161840722257021,0.14424224276314096,0.7555555555555555,1423.3188571428573,1524.4487428571429,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
site5,monsoon,9,360,0.8654647177622501,0.0,0,100.0,637.4453599999999,0,3,0,0.6228981661973865,0.5976404010018752,0.29634771114978814,0.6111111111111112,1685.6388571428572,1311.7009028571429,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360
